RAV,raven
RBD,rosebud
RBH,raspberry heather
RBY,raspberry
RCD,raincloud
RDH,barn red heather
RDK,red duck
RDM,rigid denim
RDO,red orange
RDW,redwood
REA,reseda
RED,red
RGY,rose gray
RLP,regal orchid
ROS,rose
ROT,rust oil tanned
RPE ,rope
RSB,rosebud
RSE,rinse
RSH,rosebud heather
RSM,rose bloom
RSN,raisin
RST,rust 
RTB,rustic blue
RUM,rum
RYL,royal
SAB,sable
SAT,salt
SBE,stream blue
SBG,stone beige
SBH,shale brown heather
SBL,sable
SBN,shale brown  
SBT,sherbet
SBU,seaport blue
SBY,strawberry
SCA,scarlet
SCB,sand/carhartt brown
SCH,scarlet heather
SCR,scour
SCU,scout blue
SDG,saddle gold
SDL,saddle  
SDT,saddle tan leather
SEA,sea blue
SEF,seafoam
SEG,seagrass
SEL,seal
SGE,sage
SGN,sea green
SHG,shadow gray
SHH,sherbet heather
SIE,sienna
SKB,sky blue
SKH,sky blue heather
SKY,sky 
SLB,slate blue
SLE,silver lake blue
SLI,safety lime
SLM,salmon
SLT,slate  
SLV,silver  
SMB,smoke blue
SMH,smoke heather
SMK,smoke
SMS,sand moss
SNB,snorkel blue
SND,sand 
SNF,sunfire
SNG,snow gray
SNS,sandstone
SNT,stone stripe
SNW,sandwash
SNY,sand/navy
SOR,safety orange
SPC,spruce
SPG,spring green
SPH,spinach heather
SPI,spice
SPL,splashdown
SPN,spinach  
SPY,spray
SQM,square maze
SRB,sapphire blue
SRF,surf
SRW,straw
SSP,sea spray
STA,straw
STB,steel blue
STH,stone heather
STL,steel  
STM,storm
STN,stone
STP,stripe
STW,stonewash
SUG,sunglow
SUN,suntan
SUY,sun yellow
SYH,sky heather
T01,plaza taupe
T05,oatmeal
T12,tan 
T40,dark tan
T43,brown camo
TAN,tan
TAP,taupe
TAU,taupette
TBC,tobacco
TEC,terra cotta
TEL,teal
TFG,tan gull grain
TGN,tangerine
THR,thunder
TLB,teal blue
TMB,timber
TNR,tan heather
TNS,tanstone
TOB,tobacco
TQB,turquoise blue
TQH,turquoise heather
TRB,true blue
TRC,triscuit cameo
TRL,turtle
TRS,treestand
TUP,taupe
TUQ,turquoise
TWE,twine
U35,amethyst orchid
ULT,ultramarine
UNB,union blue
V21,tarmac
VAN,vanilla
VDR,vivid rose
VEM,vintage elm
VGG,vintage green
VGH,vintage green heather
VGR,venezuela gray
VIO,vintage indigo
VLT,violet
VNE,vine
VNT,vintage night
VNV,vintage violet
VNV,vintage violet
VOL,vintage olive
VOR,vintage orange
VPG,vapor gray
VRD,vintage red
VRH,vivid rose heather
VRS,vintage rose
VTB,vintage blue
VTD,vintage dark
VTW,vintage worn
W01,white
